,,0
D1B,CBSA_POP,0.515223928356938
D1B,CBSA_EMP,0.515157292669206
D1B,CBSA_WRK,0.5165096658990396
D1B,AutoOwn0,0.8549337530631429
D1B,Pct_AO0,0.7868795185475412
D1B,Pct_AO2p,-0.5052496802022857
D1B,D1A,0.9824387867833538
D1B,D1B,1.0
D1B,D1C,0.8366924169135015
D1B,D1C5_RET,0.8080474517512884
D1B,D1C5_OFF,0.7163303558183358
D1B,D1C5_IND,0.7463501382249212
D1B,D1C5_SVC,0.8466292860454999
D1B,D1C5_ENT,0.7746944027832019
D1B,D1C8_RET,0.8080474517512884
D1B,D1C8_OFF,0.7380919817264746
D1B,D1C8_IND,0.7463501382249212
D1B,D1C8_SVC,0.7703534897382293
D1B,D1C8_ENT,0.7746944027832019
D1B,D1C8_ED,0.5689888086517407
D1B,D1C8_HLTH,0.9142678873932297
D1B,D1D,0.9276759006281058
D1B,D3A,0.5681471148107731
D1B,D3AMM,0.7283076450629227
D1B,D3BAO,0.5789484662130802
D1B,D3BMM3,0.5149171833206942
D1B,D3BMM4,0.7119563698071546
D1B,D4B025,0.8941024352257669
D1B,D4B050,0.8496945756197005
D1B,D4C,0.8846772614663356
D1B,D4D,0.8828578851144466
D1B,D4E,0.7053951318775461
D1B,D5AR,0.757213918162378
D1B,D5AE,0.7285952152876479
D1B,D5BR,0.9547395040098102
D1B,D5BE,0.9652868435597108
D1B,D4A_Ranked,0.5009039623081561
D1C,AutoOwn0,0.782813019977573
D1C,Pct_AO0,0.6394375599898166
D1C,E8_off,0.5475004109367027
D1C,D1A,0.9023960617535044
D1C,D1B,0.8366924169135015
D1C,D1C,1.0
D1C,D1C5_RET,0.9277469216152716
D1C,D1C5_OFF,0.9260726575814352
D1C,D1C5_IND,0.828404803138119
D1C,D1C5_SVC,0.9778648402503792
D1C,D1C5_ENT,0.968736148816786
D1C,D1C8_RET,0.9277469216152716
D1C,D1C8_OFF,0.9533223118551624
D1C,D1C8_IND,0.828404803138119
D1C,D1C8_SVC,0.9622588545134896
D1C,D1C8_ENT,0.968736148816786
D1C,D1C8_ED,0.6770289756699664
D1C,D1C8_HLTH,0.9206947098172233
D1C,D1D,0.9784243677931173
D1C,D3AMM,0.5424168158805324
D1C,D3BAO,0.5810609405480074
D1C,D4B025,0.7612588767379784
D1C,D4B050,0.6580349571754649
D1C,D4C,0.8340484167428542
D1C,D4D,0.9044505253389223
D1C,D4E,0.7619783555430247
D1C,D5AR,0.5392958607302595
D1C,D5BR,0.8208747825526053
D1C,D5BE,0.7977322232029512
D1C5_RET,AutoOwn0,0.7166550889133093
D1C5_RET,Pct_AO0,0.5888765011729958
D1C5_RET,D1A,0.8553098158982413
D1C5_RET,D1B,0.8080474517512884
D1C5_RET,D1C,0.9277469216152716
D1C5_RET,D1C5_RET,1.0
D1C5_RET,D1C5_OFF,0.7961281811713795
D1C5_RET,D1C5_IND,0.9483621598667337
D1C5_RET,D1C5_SVC,0.8756713192977895
D1C5_RET,D1C5_ENT,0.9083766586731647
D1C5_RET,D1C8_RET,1.0
D1C5_RET,D1C8_OFF,0.8565322378786885
D1C5_RET,D1C8_IND,0.9483621598667337
D1C5_RET,D1C8_SVC,0.8618898305228716
D1C5_RET,D1C8_ENT,0.9083766586731647
D1C5_RET,D1C8_ED,0.5520023247684935
D1C5_RET,D1C8_HLTH,0.8725088236552141
D1C5_RET,D1D,0.9164155435519326
D1C5_RET,D3AMM,0.5074625807932436
D1C5_RET,D3BAO,0.5359067679532423
D1C5_RET,D4B025,0.6970385313694886
D1C5_RET,D4B050,0.6080365075914728
D1C5_RET,D4C,0.7424877664268037
D1C5_RET,D4D,0.8219897103401287
D1C5_RET,D4E,0.6491329307353146
D1C5_RET,D5AR,0.5117019978587872
D1C5_RET,D5BR,0.7574192636274316
D1C5_RET,D5BE,0.7402021348437974
D1C5_OFF,AutoOwn0,0.6707758978417202
D1C5_OFF,Pct_AO0,0.5276853096346582
D1C5_OFF,E8_off,0.5019044685116993
D1C5_OFF,D1A,0.790593364419394
D1C5_OFF,D1B,0.7163303558183358
D1C5_OFF,D1C,0.9260726575814352
D1C5_OFF,D1C5_RET,0.7961281811713795
D1C5_OFF,D1C5_OFF,1.0
D1C5_OFF,D1C5_IND,0.6706044503790506
D1C5_OFF,D1C5_SVC,0.8605359777523499
D1C5_OFF,D1C5_ENT,0.8837753786288174
D1C5_OFF,D1C8_RET,0.7961281811713794
D1C5_OFF,D1C8_OFF,0.90403662232249
D1C5_OFF,D1C8_IND,0.6706044503790506
D1C5_OFF,D1C8_SVC,0.8985221745434457
D1C5_OFF,D1C8_ENT,0.8837753786288174
D1C5_OFF,D1C8_ED,0.5280473277579414
D1C5_OFF,D1C8_HLTH,0.7866634301126803
D1C5_OFF,D1C8_PUB,0.6761675196590488
D1C5_OFF,D1D,0.884472497962245
D1C5_OFF,D3BAO,0.5132821922176052
D1C5_OFF,D4B025,0.6444322855631954
D1C5_OFF,D4B050,0.5339491253163318
D1C5_OFF,D4C,0.7446482083450467
D1C5_OFF,D4D,0.8382451154913216
D1C5_OFF,D4E,0.6945171309946933
D1C5_OFF,D5BR,0.7266728972888827
D1C5_OFF,D5BE,0.6912759245666417
D1C5_IND,AutoOwn0,0.6394194743024291
D1C5_IND,Pct_AO0,0.5368194072403459
D1C5_IND,D1A,0.7696345345145323
D1C5_IND,D1B,0.7463501382249212
D1C5_IND,D1C,0.828404803138119
D1C5_IND,D1C5_RET,0.9483621598667337
D1C5_IND,D1C5_OFF,0.6706044503790506
D1C5_IND,D1C5_IND,1.0
D1C5_IND,D1C5_SVC,0.7717408439544565
D1C5_IND,D1C5_ENT,0.7842463385586862
D1C5_IND,D1C8_RET,0.9483621598667337
D1C5_IND,D1C8_OFF,0.7170323703107873
D1C5_IND,D1C8_IND,1.0
D1C5_IND,D1C8_SVC,0.7425798867843214
D1C5_IND,D1C8_ENT,0.7842463385586862
D1C5_IND,D1C8_HLTH,0.7996615158936776
D1C5_IND,D1D,0.8211205861648923
D1C5_IND,D4B025,0.6169134168194494
D1C5_IND,D4B050,0.5642761217880888
D1C5_IND,D4C,0.6461269004178471
D1C5_IND,D4D,0.6807213449408631
D1C5_IND,D4E,0.5404649913384719
D1C5_IND,D5AR,0.5239546599198212
D1C5_IND,D5BR,0.6643392773382212
D1C5_IND,D5BE,0.6598269699584507
D1C5_SVC,AutoOwn0,0.8043380949129075
D1C5_SVC,Pct_AO0,0.6723125696305713
D1C5_SVC,E8_off,0.5442602900997779
D1C5_SVC,D1A,0.9036666897984662
D1C5_SVC,D1B,0.8466292860454999
D1C5_SVC,D1C,0.9778648402503792
D1C5_SVC,D1C5_RET,0.8756713192977895
D1C5_SVC,D1C5_OFF,0.8605359777523499
D1C5_SVC,D1C5_IND,0.7717408439544565
D1C5_SVC,D1C5_SVC,1.0
D1C5_SVC,D1C5_ENT,0.9360642123045454
D1C5_SVC,D1C8_RET,0.8756713192977895
D1C5_SVC,D1C8_OFF,0.9254324239540352
D1C5_SVC,D1C8_IND,0.7717408439544566
D1C5_SVC,D1C8_SVC,0.9431117335402083
D1C5_SVC,D1C8_ENT,0.9360642123045454
D1C5_SVC,D1C8_ED,0.7755800376189016
D1C5_SVC,D1C8_HLTH,0.9338027797142311
D1C5_SVC,D1D,0.966953180561828
D1C5_SVC,D3AMM,0.5722001410163013
D1C5_SVC,D3BAO,0.5831433586192897
D1C5_SVC,D3BMM4,0.5286400786784907
D1C5_SVC,D4B025,0.7878273560017104
D1C5_SVC,D4B050,0.693366046792989
D1C5_SVC,D4C,0.8532262712065564
D1C5_SVC,D4D,0.8986069776962929
D1C5_SVC,D4E,0.7826788106138544
D1C5_SVC,D5AR,0.5689653964219427
D1C5_SVC,D5AE,0.5025724755720046
D1C5_SVC,D5BR,0.8358394702004359
D1C5_SVC,D5BE,0.8195653830765881
D1C5_ENT,AutoOwn0,0.7465691435148184
D1C5_ENT,Pct_AO0,0.5880628347191351
D1C5_ENT,E8_off,0.5286243074962923
D1C5_ENT,D1A,0.8638979183700323
D1C5_ENT,D1B,0.7746944027832019
D1C5_ENT,D1C,0.968736148816786
D1C5_ENT,D1C5_RET,0.9083766586731647
D1C5_ENT,D1C5_OFF,0.8837753786288174
D1C5_ENT,D1C5_IND,0.7842463385586862
D1C5_ENT,D1C5_SVC,0.9360642123045454
D1C5_ENT,D1C5_ENT,1.0
D1C5_ENT,D1C8_RET,0.9083766586731646
D1C5_ENT,D1C8_OFF,0.968194417605807
D1C5_ENT,D1C8_IND,0.7842463385586863
D1C5_ENT,D1C8_SVC,0.9645592564851367
D1C5_ENT,D1C8_ENT,1.0
D1C5_ENT,D1C8_ED,0.5797597596553061
D1C5_ENT,D1C8_HLTH,0.8717359473515329
D1C5_ENT,D1D,0.9429033835781607
D1C5_ENT,D3BAO,0.5560362631878977
D1C5_ENT,D4B025,0.7256149403551388
D1C5_ENT,D4B050,0.6078301627518068
D1C5_ENT,D4C,0.7914563607949763
D1C5_ENT,D4D,0.885688636463214
D1C5_ENT,D4E,0.7358192263789645
D1C5_ENT,D5BR,0.7677499997555778
D1C5_ENT,D5BE,0.7395061129388313
D1C8_RET,AutoOwn0,0.7166550889133093
D1C8_RET,Pct_AO0,0.5888765011729958
D1C8_RET,D1A,0.8553098158982413
D1C8_RET,D1B,0.8080474517512884
D1C8_RET,D1C,0.9277469216152716
D1C8_RET,D1C5_RET,1.0
D1C8_RET,D1C5_OFF,0.7961281811713794
D1C8_RET,D1C5_IND,0.9483621598667337
D1C8_RET,D1C5_SVC,0.8756713192977895
D1C8_RET,D1C5_ENT,0.9083766586731646
D1C8_RET,D1C8_RET,1.0
D1C8_RET,D1C8_OFF,0.8565322378786885
D1C8_RET,D1C8_IND,0.9483621598667337
D1C8_RET,D1C8_SVC,0.8618898305228716
D1C8_RET,D1C8_ENT,0.9083766586731647
D1C8_RET,D1C8_ED,0.5520023247684935
D1C8_RET,D1C8_HLTH,0.8725088236552141
D1C8_RET,D1D,0.9164155435519326
D1C8_RET,D3AMM,0.5074625807932436
D1C8_RET,D3BAO,0.5359067679532423
D1C8_RET,D4B025,0.6970385313694886
D1C8_RET,D4B050,0.6080365075914728
D1C8_RET,D4C,0.7424877664268037
D1C8_RET,D4D,0.8219897103401287
D1C8_RET,D4E,0.6491329307353146
D1C8_RET,D5AR,0.5117019978587872
D1C8_RET,D5BR,0.7574192636274316
D1C8_RET,D5BE,0.7402021348437974
D1C8_OFF,AutoOwn0,0.7267681945233828
D1C8_OFF,Pct_AO0,0.5714584347703229
D1C8_OFF,E8_off,0.5171547574034817
D1C8_OFF,D1A,0.8358599860601249
D1C8_OFF,D1B,0.7380919817264746
D1C8_OFF,D1C,0.9533223118551624
D1C8_OFF,D1C5_RET,0.8565322378786885
D1C8_OFF,D1C5_OFF,0.90403662232249
D1C8_OFF,D1C5_IND,0.7170323703107873
D1C8_OFF,D1C5_SVC,0.9254324239540352
D1C8_OFF,D1C5_ENT,0.968194417605807
D1C8_OFF,D1C8_RET,0.8565322378786885
D1C8_OFF,D1C8_OFF,1.0
D1C8_OFF,D1C8_IND,0.7170323703107874
D1C8_OFF,D1C8_SVC,0.9662041441647236
D1C8_OFF,D1C8_ENT,0.968194417605807
D1C8_OFF,D1C8_ED,0.5767724680669941
D1C8_OFF,D1C8_HLTH,0.8381863440883822
D1C8_OFF,D1D,0.9210479594427323
D1C8_OFF,D3BAO,0.5140072334730803
D1C8_OFF,D4B025,0.6929916642908294
D1C8_OFF,D4B050,0.5607023956441279
D1C8_OFF,D4C,0.7849482360127609
D1C8_OFF,D4D,0.9208326781580942
D1C8_OFF,D4E,0.7463684050263597
D1C8_OFF,D5BR,0.7808239150297998
D1C8_OFF,D5BE,0.7402158367956004
D1C8_IND,AutoOwn0,0.6394194743024291
D1C8_IND,Pct_AO0,0.5368194072403459
D1C8_IND,D1A,0.7696345345145323
D1C8_IND,D1B,0.7463501382249212
D1C8_IND,D1C,0.828404803138119
D1C8_IND,D1C5_RET,0.9483621598667337
D1C8_IND,D1C5_OFF,0.6706044503790506
D1C8_IND,D1C5_IND,1.0
D1C8_IND,D1C5_SVC,0.7717408439544566
D1C8_IND,D1C5_ENT,0.7842463385586863
D1C8_IND,D1C8_RET,0.9483621598667337
D1C8_IND,D1C8_OFF,0.7170323703107874
D1C8_IND,D1C8_IND,1.0
D1C8_IND,D1C8_SVC,0.7425798867843214
D1C8_IND,D1C8_ENT,0.7842463385586862
D1C8_IND,D1C8_HLTH,0.7996615158936776
D1C8_IND,D1D,0.8211205861648923
D1C8_IND,D4B025,0.6169134168194494
D1C8_IND,D4B050,0.5642761217880888
D1C8_IND,D4C,0.6461269004178471
D1C8_IND,D4D,0.6807213449408631
D1C8_IND,D4E,0.5404649913384719
D1C8_IND,D5AR,0.5239546599198212
D1C8_IND,D5BR,0.6643392773382212
D1C8_IND,D5BE,0.6598269699584507
D1C8_SVC,AutoOwn0,0.7378793807978948
D1C8_SVC,Pct_AO0,0.5802753081795621
D1C8_SVC,E8_off,0.5349357720692913
D1C8_SVC,D1A,0.8584089773178687
D1C8_SVC,D1B,0.7703534897382293
D1C8_SVC,D1C,0.9622588545134896
D1C8_SVC,D1C5_RET,0.8618898305228716
D1C8_SVC,D1C5_OFF,0.8985221745434457
D1C8_SVC,D1C5_IND,0.7425798867843214
D1C8_SVC,D1C5_SVC,0.9431117335402083
D1C8_SVC,D1C5_ENT,0.9645592564851367
D1C8_SVC,D1C8_RET,0.8618898305228716
D1C8_SVC,D1C8_OFF,0.9662041441647236
D1C8_SVC,D1C8_IND,0.7425798867843214
D1C8_SVC,D1C8_SVC,1.0
D1C8_SVC,D1C8_ENT,0.964559256485137
D1C8_SVC,D1C8_ED,0.5656869708794362
D1C8_SVC,D1C8_HLTH,0.8490047791733097
D1C8_SVC,D1D,0.9367365996657672
D1C8_SVC,D3BAO,0.5761078390642314
D1C8_SVC,D4B025,0.7302585034961203
D1C8_SVC,D4B050,0.6271408356054012
D1C8_SVC,D4C,0.8168351022213054
D1C8_SVC,D4D,0.8864242693433881
D1C8_SVC,D4E,0.828725041827068
D1C8_SVC,D5BR,0.7801837948814867
D1C8_SVC,D5BE,0.75123684298579
D1C8_ENT,AutoOwn0,0.7465691435148184
D1C8_ENT,Pct_AO0,0.5880628347191351
D1C8_ENT,E8_off,0.5286243074962923
D1C8_ENT,D1A,0.8638979183700323
D1C8_ENT,D1B,0.7746944027832019
D1C8_ENT,D1C,0.968736148816786
D1C8_ENT,D1C5_RET,0.9083766586731647
D1C8_ENT,D1C5_OFF,0.8837753786288174
D1C8_ENT,D1C5_IND,0.7842463385586862
D1C8_ENT,D1C5_SVC,0.9360642123045454
D1C8_ENT,D1C5_ENT,1.0
D1C8_ENT,D1C8_RET,0.9083766586731647
D1C8_ENT,D1C8_OFF,0.968194417605807
D1C8_ENT,D1C8_IND,0.7842463385586862
D1C8_ENT,D1C8_SVC,0.964559256485137
D1C8_ENT,D1C8_ENT,1.0
D1C8_ENT,D1C8_ED,0.5797597596553061
D1C8_ENT,D1C8_HLTH,0.8717359473515329
D1C8_ENT,D1D,0.9429033835781607
D1C8_ENT,D3BAO,0.5560362631878977
D1C8_ENT,D4B025,0.7256149403551388
D1C8_ENT,D4B050,0.6078301627518068
D1C8_ENT,D4C,0.7914563607949763
D1C8_ENT,D4D,0.885688636463214
D1C8_ENT,D4E,0.7358192263789645
D1C8_ENT,D5BR,0.7677499997555778
D1C8_ENT,D5BE,0.7395061129388313
D1C8_ED,AutoOwn0,0.5366296825663707
D1C8_ED,D1A,0.5858250510401839
D1C8_ED,D1B,0.5689888086517407
D1C8_ED,D1C,0.6770289756699664
D1C8_ED,D1C5_RET,0.5520023247684935
D1C8_ED,D1C5_OFF,0.5280473277579414
D1C8_ED,D1C5_SVC,0.7755800376189016
D1C8_ED,D1C5_ENT,0.5797597596553061
D1C8_ED,D1C8_RET,0.5520023247684935
D1C8_ED,D1C8_OFF,0.5767724680669941
D1C8_ED,D1C8_SVC,0.5656869708794362
D1C8_ED,D1C8_ENT,0.5797597596553061
D1C8_ED,D1C8_ED,1.0
D1C8_ED,D1C8_HLTH,0.6382284386926266
D1C8_ED,D1D,0.6503759256526412
D1C8_ED,D4C,0.5725160920247283
D1C8_ED,D4D,0.5727369570446535
D1C8_ED,D5BR,0.5543723098943905
D1C8_ED,D5BE,0.5456179700524161
D1C8_HLTH,AutoOwn0,0.8623588725684163
D1C8_HLTH,Pct_AO0,0.7712511672645942
D1C8_HLTH,Pct_AO2p,-0.5077653121382737
D1C8_HLTH,E8_off,0.5103318517191375
D1C8_HLTH,D1A,0.9363483452398416
D1C8_HLTH,D1B,0.9142678873932297
D1C8_HLTH,D1C,0.9206947098172233
D1C8_HLTH,D1C5_RET,0.8725088236552141
D1C8_HLTH,D1C5_OFF,0.7866634301126803
D1C8_HLTH,D1C5_IND,0.7996615158936776
D1C8_HLTH,D1C5_SVC,0.9338027797142311
D1C8_HLTH,D1C5_ENT,0.8717359473515329
D1C8_HLTH,D1C8_RET,0.8725088236552141
D1C8_HLTH,D1C8_OFF,0.8381863440883822
D1C8_HLTH,D1C8_IND,0.7996615158936776
D1C8_HLTH,D1C8_SVC,0.8490047791733097
D1C8_HLTH,D1C8_ENT,0.8717359473515329
D1C8_HLTH,D1C8_ED,0.6382284386926266
D1C8_HLTH,D1C8_HLTH,1.0
D1C8_HLTH,D1D,0.9514219303936718
D1C8_HLTH,D3A,0.5182044378635952
D1C8_HLTH,D3AMM,0.6653540242050575
D1C8_HLTH,D3BAO,0.5587604004292382
D1C8_HLTH,D3BMM4,0.6397953666129458
D1C8_HLTH,D4B025,0.8625951229265533
D1C8_HLTH,D4B050,0.7801853238706506
D1C8_HLTH,D4C,0.8640124592419315
D1C8_HLTH,D4D,0.8931962821646539
D1C8_HLTH,D4E,0.7109799245851212
D1C8_HLTH,D5AR,0.6273680021792424
D1C8_HLTH,D5AE,0.5812095310258614
D1C8_HLTH,D5BR,0.8847634798555282
D1C8_HLTH,D5BE,0.8888384804622587
D1C8_PUB,D1C5_OFF,0.6761675196590488
D1C8_PUB,D1C8_PUB,1.0
D1D,AutoOwn0,0.8446428627894904
D1D,Pct_AO0,0.7225950809786311
D1D,E8_off,0.526483740513279
D1D,D1A,0.9719540941120347
D1D,D1B,0.9276759006281058
D1D,D1C,0.9784243677931173
D1D,D1C5_RET,0.9164155435519326
D1D,D1C5_OFF,0.884472497962245
D1D,D1C5_IND,0.8211205861648923
D1D,D1C5_SVC,0.966953180561828
D1D,D1C5_ENT,0.9429033835781607
D1D,D1C8_RET,0.9164155435519326
D1D,D1C8_OFF,0.9210479594427323
D1D,D1C8_IND,0.8211205861648923
D1D,D1C8_SVC,0.9367365996657672
D1D,D1C8_ENT,0.9429033835781607
D1D,D1C8_ED,0.6503759256526412
D1D,D1C8_HLTH,0.9514219303936718
D1D,D1D,1.0
D1D,D3AMM,0.6328369013235413
D1D,D3BAO,0.5999537360996223
D1D,D3BMM4,0.5888899327258534
D1D,D4B025,0.8408102540902467
D1D,D4B050,0.7517050823535002
D1D,D4C,0.8865119860910305
D1D,D4D,0.9389818151506827
D1D,D4E,0.7780269596288427
D1D,D5AR,0.6321697457137998
D1D,D5AE,0.5740326514288938
D1D,D5BR,0.9032507677254539
D1D,D5BE,0.8897521536549651
D1_FLAG,D1_FLAG,1.0
D2A_JPHH,D2A_JPHH,1.0
D2B_E5MIX,D2B_E5MIX,1.0
D2B_E5MIX,D2B_E5MIXA,0.9031761500559892
D2B_E5MIX,D2B_E8MIX,0.8746805164286969
D2B_E5MIX,D2B_E8MIXA,0.8161642973016813
D2B_E5MIX,D2C_TRPMX2,0.5295447786896494
D2B_E5MIX,D2B_Ranked,0.7857164801633022
D2B_E5MIXA,D2B_E5MIX,0.9031761500559892
D2B_E5MIXA,D2B_E5MIXA,1.0
D2B_E5MIXA,D2B_E8MIX,0.7699112176037483
D2B_E5MIXA,D2B_E8MIXA,0.9200121635815018
D2B_E5MIXA,D2A_EPHHM,0.5860900554088232
D2B_E5MIXA,D2C_TRPMX1,0.7171032855248429
D2B_E5MIXA,D2C_TRPMX2,0.7537853574293781
D2B_E5MIXA,D2C_WREMLX,0.5074632269929926
D2B_E5MIXA,D2A_Ranked,0.5772530821138308
D2B_E5MIXA,D2B_Ranked,0.9102762426414264
D2B_E8MIX,D2B_E5MIX,0.8746805164286969
D2B_E8MIX,D2B_E5MIXA,0.7699112176037483
D2B_E8MIX,D2B_E8MIX,1.0
D2B_E8MIX,D2B_E8MIXA,0.8444525886823793
D2B_E8MIX,D2C_TRPMX2,0.504233559061371
D2B_E8MIX,D2B_Ranked,0.805312118857263
D2B_E8MIXA,D2B_E5MIX,0.8161642973016813
D2B_E8MIXA,D2B_E5MIXA,0.9200121635815018
D2B_E8MIXA,D2B_E8MIX,0.8444525886823793
D2B_E8MIXA,D2B_E8MIXA,1.0
D2B_E8MIXA,D2A_EPHHM,0.5950968759745456
D2B_E8MIXA,D2C_TRPMX1,0.7272809556940603
D2B_E8MIXA,D2C_TRPMX2,0.790785000061564
D2B_E8MIXA,D2C_TRIPEQ,0.5677267888619227
D2B_E8MIXA,D2A_Ranked,0.5813844164024992
D2B_E8MIXA,D2B_Ranked,0.9883456627109961
D2A_EPHHM,D2B_E5MIXA,0.5860900554088232
D2A_EPHHM,D2B_E8MIXA,0.5950968759745456
D2A_EPHHM,D2A_EPHHM,1.0
D2A_EPHHM,D2C_TRPMX1,0.9013667424380206
D2A_EPHHM,D2C_TRPMX2,0.8518574116363524
D2A_EPHHM,D2C_TRIPEQ,0.7677181128133971
D2A_EPHHM,D2A_WRKEMP,-0.6283290875984655
D2A_EPHHM,D2C_WREMLX,0.8280370327003583
D2A_EPHHM,D2A_Ranked,0.9953124183752955
D2A_EPHHM,D2B_Ranked,0.5994236874195619
D2C_TRPMX1,D2B_E5MIXA,0.7171032855248429
D2C_TRPMX1,D2B_E8MIXA,0.7272809556940603
D2C_TRPMX1,D2A_EPHHM,0.9013667424380206
D2C_TRPMX1,D2C_TRPMX1,1.0
D2C_TRPMX1,D2C_TRPMX2,0.9774582621872356
D2C_TRPMX1,D2C_TRIPEQ,0.832566105757898
D2C_TRPMX1,D2A_WRKEMP,-0.5912897878070927
D2C_TRPMX1,D2C_WREMLX,0.7632081978216085
D2C_TRPMX1,D2A_Ranked,0.8972460764384892
D2C_TRPMX1,D2B_Ranked,0.7276022156435866
D2C_TRPMX2,D2B_E5MIX,0.5295447786896494
D2C_TRPMX2,D2B_E5MIXA,0.7537853574293781
D2C_TRPMX2,D2B_E8MIX,0.504233559061371
D2C_TRPMX2,D2B_E8MIXA,0.790785000061564
D2C_TRPMX2,D2A_EPHHM,0.8518574116363524
D2C_TRPMX2,D2C_TRPMX1,0.9774582621872356
D2C_TRPMX2,D2C_TRPMX2,1.0
D2C_TRPMX2,D2C_TRIPEQ,0.8444280656753304
D2C_TRPMX2,D2A_WRKEMP,-0.5524134350777556
D2C_TRPMX2,D2C_WREMLX,0.7131814028257838
D2C_TRPMX2,D2A_Ranked,0.848431281317159
D2C_TRPMX2,D2B_Ranked,0.7942871088453278
D2C_TRIPEQ,D2B_E8MIXA,0.5677267888619227
D2C_TRIPEQ,D2A_EPHHM,0.7677181128133971
D2C_TRIPEQ,D2C_TRPMX1,0.832566105757898
D2C_TRIPEQ,D2C_TRPMX2,0.8444280656753304
D2C_TRIPEQ,D2C_TRIPEQ,1.0
D2C_TRIPEQ,D2C_WREMLX,0.7192549439191166
D2C_TRIPEQ,D2A_Ranked,0.7825650476103816
D2C_TRIPEQ,D2B_Ranked,0.5973371263362374
D2R_JOBPOP,D2R_JOBPOP,1.0
D2R_JOBPOP,D2R_WRKEMP,0.9607903741619265
D2R_JOBPOP,D5CRI,0.6917808988337911
D2R_JOBPOP,D5CEI,0.7107214703871367
D2R_WRKEMP,D2R_JOBPOP,0.9607903741619265
D2R_WRKEMP,D2R_WRKEMP,1.0
D2R_WRKEMP,D5CRI,0.6406212476255145
D2R_WRKEMP,D5CEI,0.6687631406620644
D2A_WRKEMP,D2A_EPHHM,-0.6283290875984655
D2A_WRKEMP,D2C_TRPMX1,-0.5912897878070927
D2A_WRKEMP,D2C_TRPMX2,-0.5524134350777556
D2A_WRKEMP,D2A_WRKEMP,1.0
D2A_WRKEMP,D2C_WREMLX,-0.5267090067774909
D2A_WRKEMP,D2A_Ranked,-0.6027820237449398
D2C_WREMLX,Ac_Total,0.5475260118472328
D2C_WREMLX,Ac_Land,0.565491593778932
D2C_WREMLX,Ac_Unpr,0.5028373609570288
D2C_WREMLX,D2B_E5MIXA,0.5074632269929926
D2C_WREMLX,D2A_EPHHM,0.8280370327003583
D2C_WREMLX,D2C_TRPMX1,0.7632081978216085
D2C_WREMLX,D2C_TRPMX2,0.7131814028257838
D2C_WREMLX,D2C_TRIPEQ,0.7192549439191166
D2C_WREMLX,D2A_WRKEMP,-0.5267090067774909
D2C_WREMLX,D2C_WREMLX,1.0
D2C_WREMLX,D2A_Ranked,0.8506397919671866
D2C_WREMLX,Shape_Length,0.627144025156769
D2C_WREMLX,Shape_Area,0.5475260655805738
D3A,E5_Svc,0.5949980530597967
D3A,E8_off,0.5203565971603951
D3A,E8_Svc,0.5596929133564456
D3A,E8_Hlth,0.5389210491425147
D3A,E_HiWageWk,0.5284644424137018
D3A,D1A,0.5291782209059841
D3A,D1B,0.5681471148107731
D3A,D1C8_HLTH,0.5182044378635952
D3A,D3A,1.0
D3A,D3AAO,0.6812176321768822
D3A,D3AMM,0.571695705812221
D3A,D3APO,0.9587256018787976
D3A,D3B,0.9614038501464912
D3A,D3BAO,0.630098551422701
D3A,D3BMM3,0.6902747890302373
D3A,D3BMM4,0.7495929545179464
D3A,D3BPO3,0.9062168709021051
D3A,D3BPO4,0.7203013349972129
D3A,D5AR,0.6167045008306572
D3A,D5AE,0.6118213997955028
D3A,D5BE,0.5073614883430874
D3A,D5CRI,0.6179461882807498
D3A,D5CEI,0.6350259638382181
D3A,D3B_Ranked,0.9780970245079026
D3A,D4A_Ranked,0.6957182058989272
D3A,NatWalkInd,0.8551982175257749
D3A,Shape_Length,-0.5629946124265808
D3AAO,E5_Svc,0.5599649868928992
D3AAO,E8_off,0.5352102484028726
D3AAO,E8_Svc,0.5659227121980623
D3AAO,E_HiWageWk,0.5207475947662478
D3AAO,D3A,0.6812176321768822
D3AAO,D3AAO,1.0
D3AAO,D3APO,0.5981090671021406
D3AAO,D3B,0.5553228288172503
D3AAO,D3BAO,0.8999080679328464
D3AAO,D3BPO3,0.620025492405503
D3AAO,D5AR,0.5337133182476588
D3AAO,D5AE,0.504279532112775
D3AAO,D3B_Ranked,0.616122933049619
D3AAO,D4A_Ranked,0.5101447273412433
D3AAO,NatWalkInd,0.5682617644123856
D3AMM,AutoOwn0,0.713976061600228
D3AMM,Pct_AO0,0.7106669492626994
D3AMM,Pct_AO2p,-0.5543002552048275
D3AMM,D1A,0.7024683795625684
D3AMM,D1B,0.7283076450629227
D3AMM,D1C,0.5424168158805324
D3AMM,D1C5_RET,0.5074625807932436
D3AMM,D1C5_SVC,0.5722001410163013
D3AMM,D1C8_RET,0.5074625807932436
D3AMM,D1C8_HLTH,0.6653540242050575
D3AMM,D1D,0.6328369013235413
D3AMM,D3A,0.571695705812221
D3AMM,D3AMM,1.0
D3AMM,D3BMM3,0.8461297717967565
D3AMM,D3BMM4,0.8673254829963117
D3AMM,D4B025,0.7141765755870385
D3AMM,D4B050,0.7208984547935717
D3AMM,D4C,0.6976138567774897
D3AMM,D4D,0.6101971928698764
D3AMM,D4E,0.5189277690445481
D3AMM,D5AR,0.6551028834498166
D3AMM,D5AE,0.641968206898221
D3AMM,D5BR,0.7425518348330648
D3AMM,D5BE,0.7768420083431192
